ID_REF	VALUE
R10 - C1 : 7	1.109520654
R10 - C1 : 8	0.432842392
R10 - C1 : 9	0.863208116
R10 - C10 : 1	1.1137006
R10 - C10 : 10	2.537660967
R10 - C10 : 11	0.86180918
R10 - C10 : 12	0
R10 - C10 : 13	5.957965283
R10 - C10 : 14	2.785288908
R10 - C10 : 15	0.447384887
R10 - C10 : 16	0
R10 - C10 : 2	0.638523716
R10 - C10 : 3	1.863149081
R10 - C10 : 4	2.59432757
R10 - C10 : 5	0.40392508
R10 - C10 : 6	0.850596081
R10 - C10 : 7	1.686918668
R10 - C10 : 8	2.310597043
R10 - C10 : 9	0
R10 - C11 : 1	1.154420192
R10 - C11 : 10	0.381278338
R10 - C11 : 11	0.319130377
R10 - C11 : 12	1.129679633
R10 - C11 : 13	0.429107598
R10 - C11 : 14	0.660865619
R10 - C11 : 15	0.180140646
R10 - C11 : 16	1.425637212
R10 - C11 : 2	1.089681424
R10 - C11 : 3	1.823452239
R10 - C11 : 4	1.169294728
R10 - C11 : 5	0.965305211
R10 - C11 : 6	0.431618904
R10 - C11 : 7	0.963241343
R10 - C11 : 8	0.802693015
R10 - C11 : 9	0.119467758
R10 - C12 : 1	1.245723345
R10 - C12 : 10	0.85071085
R10 - C12 : 11	2.335978523
R10 - C12 : 12	2.25807922
R10 - C12 : 13	1.526070484
R10 - C12 : 14	1.146011043
R10 - C12 : 15	0
R10 - C12 : 16	1.983256666
R10 - C12 : 2	0.189737091
R10 - C12 : 3	1.994235636
R10 - C12 : 4	2.628007393
R10 - C12 : 5	2.005939833
R10 - C12 : 6	0.657084342
R10 - C12 : 7	1.508621446
R10 - C12 : 8	1.146627922
R10 - C12 : 9	0.344606658
R10 - C13 : 1	0.704631586
R10 - C13 : 10	7.842442896
R10 - C13 : 11	1.388415839
R10 - C13 : 12	0.711697415
R10 - C13 : 13	0.131329707
R10 - C13 : 14	0.673343606
R10 - C13 : 15	0.642705164
R10 - C13 : 16	1.314959434
R10 - C13 : 2	1.013938746
R10 - C13 : 3	0.94134306
R10 - C13 : 4	0.930700015
R10 - C13 : 5	0.414704905
R10 - C13 : 6	0.982240817
R10 - C13 : 7	0.546060808
R10 - C13 : 8	1.095005685
R10 - C13 : 9	0.599382165
R10 - C14 : 1	0.408732892
R10 - C14 : 10	1.36520809
R10 - C14 : 11	14.21779416
R10 - C14 : 12	1.115082105
R10 - C14 : 13	0.645619067
R10 - C14 : 14	1.303521055
R10 - C14 : 15	0.326238927
R10 - C14 : 16	0.423811399
R10 - C14 : 2	3.590223562
R10 - C14 : 3	2.64021201
R10 - C14 : 4	0.668438359
