ID_REF	VALUE
R10 - C15 : 9	0.12614636
R10 - C16 : 1	0.264199473
R10 - C16 : 10	0.087566898
R10 - C16 : 11	0.212207354
R10 - C16 : 12	0.241444668
R10 - C16 : 13	0.145174405
R10 - C16 : 14	0.089132583
R10 - C16 : 15	0.272173947
R10 - C16 : 16	0.260137475
R10 - C16 : 2	0.394122148
R10 - C16 : 3	0.127450468
R10 - C16 : 4	0.319310809
R10 - C16 : 5	0.386484502
R10 - C16 : 6	0.254380936
R10 - C16 : 7	0.293316633
R10 - C16 : 8	0.126647887
R10 - C16 : 9	0.16941692
R10 - C17 : 1	0.340732378
R10 - C17 : 10	0.304000459
R10 - C17 : 11	0.511078121
R10 - C17 : 12	0.128902069
R10 - C17 : 13	0.596978574
R10 - C17 : 14	0.118368909
R10 - C17 : 15	0.107862454
R10 - C17 : 16	0.423265105
R10 - C17 : 2	0.14284596
R10 - C17 : 3	0.115377351
R10 - C17 : 4	0.131342014
R10 - C17 : 5	0.170972246
R10 - C17 : 6	0.207189291
R10 - C17 : 7	0.510453789
R10 - C17 : 8	0.24424747
R10 - C17 : 9	0.08529348
R10 - C18 : 1	0.526795183
R10 - C18 : 10	0.157872582
R10 - C18 : 11	0.182237183
R10 - C18 : 12	0.450075404
R10 - C18 : 13	0.077169646
R10 - C18 : 14	0.234899242
R10 - C18 : 15	1.183395389
R10 - C18 : 16	0.39893761
R10 - C18 : 2	0.487460103
R10 - C18 : 3	0.275819243
R10 - C18 : 4	4.14853302
R10 - C18 : 5	0.240569486
R10 - C18 : 6	0.073702652
R10 - C18 : 7	0.352525521
R10 - C18 : 8	0.16879274
R10 - C18 : 9	0.121151733
R10 - C19 : 1	0.144473232
R10 - C19 : 10	0.156644879
R10 - C19 : 11	0.879630646
R10 - C19 : 12	0.176924224
R10 - C19 : 13	0.42792945
R10 - C19 : 14	0.210361418
R10 - C19 : 15	0.043254433
R10 - C19 : 16	0.118221248
R10 - C19 : 2	0.100242445
R10 - C19 : 3	1.468850689
R10 - C19 : 4	0.378919941
R10 - C19 : 5	0.531544474
R10 - C19 : 6	0.227135143
R10 - C19 : 7	0.065125626
R10 - C19 : 8	0.161364554
R10 - C19 : 9	0.108303827
R10 - C2 : 1	0.385263143
R10 - C2 : 10	0.194002517
R10 - C2 : 11	1.307432298
R10 - C2 : 12	0.044749679
R10 - C2 : 13	0.136057774
R10 - C2 : 14	0.134302191
R10 - C2 : 15	0.026108031
R10 - C2 : 16	0.134242375
R10 - C2 : 2	0.147055112
R10 - C2 : 3	0.335520262
R10 - C2 : 4	0.085435947
R10 - C2 : 5	0.084752908
R10 - C2 : 6	0.114483801
R10 - C2 : 7	0.304280707
R10 - C2 : 8	0.215458244
R10 - C2 : 9	0.089811523
R10 - C20 : 1	0.537526806
R10 - C20 : 10	0.221884547
R10 - C20 : 11	0.234059506
R10 - C20 : 12	0.464556688
R10 - C20 : 13	0.359721517
R10 - C20 : 14	0.161006644
R10 - C20 : 15	0.133235227
R10 - C20 : 16	0.433264329
R10 - C20 : 2	0.313361409
R10 - C20 : 3	0.207715649
R10 - C20 : 4	0.371363767
R10 - C20 : 5	0.217427763
R10 - C20 : 6	0.344525211
R10 - C20 : 7	0.296705393
R10 - C20 : 8	0.200513118
R10 - C20 : 9	0.157514077
R10 - C21 : 1	0.587777321
R10 - C21 : 10	0.214963114
R10 - C21 : 11	0.182469167
R10 - C21 : 12	0.205918315
R10 - C21 : 13	0.276886033
R10 - C21 : 14	0.056190803
R10 - C21 : 15	0.172761358
R10 - C21 : 16	1.165621354
R10 - C21 : 2	0.151648577
R10 - C21 : 3	0.243252331
R10 - C21 : 4	0.197548299
R10 - C21 : 5	0.285102026
R10 - C21 : 6	0.093356323
R10 - C21 : 7	0.163115905
R10 - C21 : 8	0.562944144
R10 - C21 : 9	0.200898715
R10 - C22 : 1	0.308420957
R10 - C22 : 10	0.429323195
R10 - C22 : 11	0.321958683
R10 - C22 : 12	0.272460805
R10 - C22 : 13	0.232430628
R10 - C22 : 14	0.236669569
R10 - C22 : 15	0.125823813
R10 - C22 : 16	0.526471151
R10 - C22 : 2	0.075667618
R10 - C22 : 3	0.51376682
R10 - C22 : 4	0.200428147
R10 - C22 : 5	0.341394044
R10 - C22 : 6	0.066711353
R10 - C22 : 7	0.041706733
R10 - C22 : 8	0.139339695
R10 - C22 : 9	0.483256145
R10 - C23 : 1	0.57384304
R10 - C23 : 10	0.282805599
R10 - C23 : 11	0.275434027
R10 - C23 : 12	0.573546631
R10 - C23 : 13	3.635506519
R10 - C23 : 14	0.198947293
R10 - C23 : 15	0.419998838
R10 - C23 : 16	1.404277294
R10 - C23 : 2	0.30199026
R10 - C23 : 3	0.28834365
R10 - C23 : 4	0.150940154
R10 - C23 : 5	0.339094856
R10 - C23 : 6	0.080029933
R10 - C23 : 7	1.189292633
R10 - C23 : 8	0.225290781
R10 - C23 : 9	0.198855574
R10 - C24 : 1	0.136293968
R10 - C24 : 10	0.732441581
R10 - C24 : 11	0.436740659
R10 - C24 : 12	0.208529013
R10 - C24 : 13	0
R10 - C24 : 14	0.296315698
R10 - C24 : 15	0.136983784
R10 - C24 : 16	0
R10 - C24 : 2	0.98119343
R10 - C24 : 3	0.20912701
R10 - C24 : 4	0.199661872
R10 - C24 : 5	0.274079515
R10 - C24 : 6	0.166588868
R10 - C24 : 7	0.22674241
R10 - C24 : 8	0.213617459
R10 - C24 : 9	0.21360423
R10 - C3 : 1	0.072866958
R10 - C3 : 10	0.099636024
R10 - C3 : 11	0.123668216
R10 - C3 : 12	0.23588126
R10 - C3 : 13	0.110281998
R10 - C3 : 14	0.111119155
R10 - C3 : 15	0.136583365
R10 - C3 : 16	0.414488066
R10 - C3 : 2	0.193692655
R10 - C3 : 3	0.073248653
R10 - C3 : 4	0.229936671
R10 - C3 : 5	0.037313299
R10 - C3 : 6	0.09144858
R10 - C3 : 7	0.27183423
R10 - C3 : 8	0.120278468
R10 - C3 : 9	0.519236278
R10 - C4 : 1	0.235807909
R10 - C4 : 10	0
R10 - C4 : 11	0.316543286
R10 - C4 : 12	0.037379158
R10 - C4 : 13	0.166346828
R10 - C4 : 14	0.185122259
R10 - C4 : 15	0.183234594
R10 - C4 : 16	0.443218449
R10 - C4 : 2	0.43980033
R10 - C4 : 3	0.394118194
R10 - C4 : 4	0.046103043
R10 - C4 : 5	0.189755626
R10 - C4 : 6	0.131111878
R10 - C4 : 7	0.213054087
R10 - C4 : 8	0.146164993
R10 - C4 : 9	0.093834547
R10 - C5 : 1	0.264446109
R10 - C5 : 10	0.404007335
R10 - C5 : 11	1.281621546
R10 - C5 : 12	0.374705645
R10 - C5 : 13	0.107230661
R10 - C5 : 14	0.266358557
R10 - C5 : 15	0.146399921
R10 - C5 : 16	0
R10 - C5 : 2	0.360364247
R10 - C5 : 3	1.253898455
R10 - C5 : 4	0.126016193
R10 - C5 : 5	0.070727285
R10 - C5 : 6	0.311879449
R10 - C5 : 7	0.125538845
R10 - C5 : 8	0.168596627
R10 - C5 : 9	0.068483894
R10 - C6 : 1	0.644798839
R10 - C6 : 10	0.274531123
R10 - C6 : 11	1.192321876
R10 - C6 : 12	0.073821459
R10 - C6 : 13	0.244263529
R10 - C6 : 14	0.109861345
R10 - C6 : 15	0
R10 - C6 : 16	0.280772724
R10 - C6 : 2	0.390965292
R10 - C6 : 3	0.283852624
R10 - C6 : 4	0.071577238
R10 - C6 : 5	0.464355865
R10 - C6 : 6	0.049613634
R10 - C6 : 7	0.231576129
R10 - C6 : 8	0.190529927
R10 - C6 : 9	0.099389441
R10 - C7 : 1	0.075904881
R10 - C7 : 10	0.08390635
